2021014;04,15,21,25,29,33;06
2021013;06,09,12,16,27,31;06
2021012;03,06,14,18,20,26;01
2021011;05,10,16,23,27,33;14
2021010;01,04,11,19,32,33;05
2021009;02,04,07,24,25,32;13
2021008;01,05,07,14,18,33;07
2021007;02,04,12,21,25,32;16
2021006;06,08,22,24,25,26;01
2021005;07,09,14,26,30,31;04
2021004;02,03,07,08,17,22;15
2021003;06,09,16,18,22,29;11
2021002;06,10,13,25,26,32;11
2021001;02,03,13,18,20,31;11
2020134;02,09,10,20,22,26;01
2020133;03,19,22,23,27,29;07
2020132;01,04,11,12,14,23;04
2020131;08,19,22,26,27,30;07
2020130;08,09,11,14,17,29;16
2020129;01,02,05,15,28,33;04
2020128;08,10,15,16,23,26;10
2020127;01,04,18,19,26,31;07
2020126;03,07,12,14,23,28;11
2020125;05,12,16,26,30,31;13
2020124;16,18,19,20,29,33;12
2020123;01,03,18,19,26,29;03
2020122;12,15,17,24,26,31;15
2020121;02,04,06,21,25,29;03
2020120;01,02,03,04,09,10;12
2020119;01,09,22,28,32,33;15
2020118;11,13,19,26,30,33;05
2020117;07,08,09,10,16,27;07
2020116;05,06,14,16,19,27;10
2020115;01,04,12,20,25,32;02
2020114;01,05,11,24,30,32;03
2020113;01,03,07,10,22,32;11
2020112;02,09,12,17,28,32;05
2020111;06,09,17,22,24,26;16
2020110;02,06,09,14,22,25;04
2020109;06,13,16,20,23,32;13
2020108;10,12,15,17,23,32;05
2020107;03,09,11,24,25,28;16
2020106;02,04,11,15,18,28;10
2020105;06,14,19,20,22,24;01
2020104;04,08,10,16,27,29;09
2020103;04,09,10,22,28,32;08
2020102;09,10,19,25,26,29;08
2020101;10,17,24,25,28,30;15
2020100;01,07,15,16,20,23;07
2020099;05,06,11,12,15,30;12
2020098;06,08,11,22,25,33;02
2020097;02,08,21,25,26,30;10
2020096;01,20,23,26,27,32;15
2020095;03,09,16,17,20,26;02
2020094;10,15,17,27,29,31;08
2020093;04,05,10,13,15,19;15
2020092;01,06,12,18,22,24;03
2020091;01,09,11,12,16,19;16
2020090;02,21,23,26,31,32;06
2020089;02,14,16,21,29,30;10
2020088;01,06,12,26,29,30;12
2020087;11,15,20,23,25,33;10
2020086;02,04,06,15,24,27;06
2020085;01,02,05,09,19,24;16
2020084;03,07,16,17,23,30;07
2020083;01,19,25,26,30,31;12
2020082;02,08,11,17,21,30;09
2020081;01,05,13,14,27,33;15
2020080;14,15,18,22,31,33;01
2020079;05,12,20,21,22,29;14
2020078;03,11,14,16,21,32;04
2020077;03,10,16,21,25,27;12
2020076;10,15,16,18,20,27;06
2020075;03,11,13,20,24,30;16
2020074;04,08,09,13,19,33;12
2020073;05,07,11,13,27,29;03
2020072;06,08,10,15,17,26;04
2020071;09,11,12,13,22,23;08
2020070;01,02,04,06,19,21;15
2020069;03,09,10,13,18,26;04
2020068;12,16,21,26,27,32;10
2020067;04,07,09,23,27,30;08
2020066;02,09,13,17,26,28;07
2020065;09,15,18,21,23,26;08
2020064;01,03,07,21,27,32;01
2020063;12,15,16,22,29,32;14
2020062;10,14,17,22,26,27;05
2020061;08,17,24,26,27,31;04
2020060;05,09,14,20,24,30;08
2020059;02,04,10,17,22,25;14
2020058;01,03,11,12,19,26;07
2020057;09,14,21,23,26,32;03
2020056;02,05,08,12,26,31;14
2020055;01,05,07,23,28,30;12
2020054;03,10,19,25,26,31;02
2020053;02,14,15,16,32,33;01
2020052;02,08,13,29,32,33;15
2020051;03,06,08,11,19,28;08
2020050;04,09,17,20,32,33;15
2020049;01,07,09,12,18,22;04
2020048;12,14,18,23,30,32;02
2020047;04,10,17,19,28,32;01
2020046;13,19,25,26,27,32;08
2020045;02,03,15,21,22,33;16
2020044;07,08,16,17,19,24;07
2020043;01,11,24,25,27,30;07
2020042;02,06,07,11,14,31;03
2020041;06,07,16,22,24,25;13
2020040;01,06,12,16,19,21;04
2020039;02,09,10,11,16,29;02
2020038;01,06,07,18,23,24;15
2020037;01,04,11,13,17,24;15
2020036;07,09,16,22,24,32;06
2020035;10,14,24,25,28,33;11
2020034;02,08,15,16,26,32;03
2020033;07,10,12,21,31,32;01
2020032;03,11,13,14,15,26;13
2020031;02,05,09,15,16,27;09
2020030;17,18,21,29,30,32;03
2020029;01,12,18,20,30,32;05
2020028;05,06,15,18,26,32;08
2020027;12,13,14,24,25,28;06
2020026;01,04,09,18,19,31;06
2020025;01,09,10,15,20,29;02
2020024;10,13,27,28,29,31;08
2020023;04,05,20,21,30,33;08
2020022;02,10,20,22,25,30;02
2020021;02,06,14,16,27,31;07
2020020;01,06,09,13,15,22;14
2020019;15,19,27,28,30,33;03
2020018;05,07,08,11,17,22;13
2020017;02,04,07,15,20,27;04
2020016;05,06,08,17,24,27;07
2020015;08,09,22,24,30,33;01
2020014;02,07,08,10,12,16;07
2020013;02,08,10,20,21,30;14
2020012;04,13,14,23,26,31;09
2020011;04,05,07,17,18,29;01
2020010;11,14,22,27,31,32;09
2020009;03,06,08,14,19,26;12
2020008;01,04,06,10,11,28;16
2020007;05,12,17,20,25,31;10
2020006;03,04,05,10,16,32;09
2020005;11,16,17,22,26,32;04
2020004;02,15,17,27,32,33;03
2020003;09,17,26,29,30,32;03
2020002;04,09,14,15,16,29;11
2020001;02,15,23,26,29,30;02
2019151;02,06,09,18,24,26;14
2019150;02,09,14,22,27,29;02
2019149;01,06,27,28,31,33;07
2019148;09,10,13,20,26,27;08
2019147;01,09,12,14,23,27;12
2019146;01,04,10,12,30,32;14
2019145;01,08,13,17,18,19;16
2019144;02,12,15,19,27,30;03
2019143;05,13,15,16,26,32;09
2019142;08,14,24,27,29,33;09
2019141;10,13,14,15,17,33;14
2019140;02,04,09,11,14,22;05
2019139;08,14,20,23,30,33;11
2019138;02,06,12,30,31,32;11
2019137;07,10,13,19,23,31;06
2019136;12,14,15,17,29,33;12
2019135;03,06,10,11,27,33;03
2019134;01,04,06,22,29,30;03
2019133;03,07,16,21,24,31;07
2019132;04,06,11,14,19,33;07
2019131;09,17,19,20,24,31;04
2019130;01,07,09,11,24,32;16
2019129;03,04,07,09,15,26;07
2019128;03,08,12,16,17,19;08
2019127;02,06,07,12,17,24;10
2019126;02,14,17,29,32,33;16
2019125;02,11,12,26,27,29;03
2019124;04,09,30,31,32,33;01
2019123;02,06,08,17,28,30;06
2019122;04,10,15,19,21,23;02
2019121;02,06,15,21,30,31;02
2019120;10,12,27,31,32,33;03
2019119;04,20,22,24,26,33;07
2019118;12,14,15,25,28,31;04
2019117;03,05,11,28,32,33;01
2019116;01,08,09,13,16,33;01
2019115;04,10,11,14,15,29;05
2019114;02,04,09,11,12,30;01
2019113;01,05,19,21,25,33;15
2019112;03,12,14,17,23,27;01
2019111;07,18,20,22,24,33;01
2019110;01,18,22,26,27,28;08
2019109;03,06,07,17,28,31;10
2019108;07,13,19,22,25,32;13
2019107;02,06,08,23,27,32;02
2019106;02,14,22,27,30,33;14
2019105;02,13,15,17,26,33;01
2019104;01,05,16,17,18,24;10
2019103;04,12,14,21,27,29;12
2019102;03,08,12,16,20,32;12
2019101;01,04,09,21,31,33;05
2019100;01,04,12,13,30,32;08
2019099;07,14,22,23,27,30;08
2019098;03,11,12,14,17,26;09
2019097;03,05,18,24,25,31;09
2019096;05,07,12,18,27,32;11
2019095;02,05,14,19,21,28;01
2019094;05,10,12,18,19,27;06
2019093;05,07,08,09,20,22;02
2019092;09,17,27,28,32,33;08
2019091;07,10,21,24,29,32;11
2019090;02,03,06,08,14,22;04
2019089;02,04,14,16,20,22;11
2019088;13,14,15,21,23,29;13
2019087;04,05,07,09,21,30;04
2019086;16,22,24,26,28,31;06
2019085;01,04,14,18,24,29;04
2019084;04,08,14,18,20,27;03
2019083;06,15,17,26,28,31;03
2019082;07,16,19,22,24,28;02
2019081;05,24,27,29,31,32;10
2019080;03,06,08,20,24,32;07
2019079;01,03,06,09,19,31;16
2019078;01,17,27,29,31,33;12
2019077;09,11,13,18,21,22;15
2019076;12,15,19,20,29,32;14
2019075;05,08,20,22,31,33;03
2019074;12,21,27,29,31,33;04
2019073;01,02,06,12,16,18;08
2019072;02,09,13,15,22,30;15
2019071;01,08,19,24,29,30;04
2019070;06,15,18,19,24,32;09
2019069;06,11,16,19,21,25;01
2019068;03,14,20,24,26,33;10
2019067;04,06,08,11,30,33;11
2019066;01,14,17,20,22,32;04
2019065;06,09,11,15,20,26;10
2019064;12,20,24,25,30,33;12
2019063;01,14,19,22,29,31;16
2019062;07,13,16,23,26,30;01
2019061;03,17,19,24,27,31;12
2019060;03,04,14,20,23,27;01
2019059;04,05,07,09,16,18;06
2019058;07,08,12,21,23,27;12
2019057;04,05,06,08,13,18;16
2019056;13,14,17,19,21,29;01
2019055;01,06,11,15,19,31;10
2019054;07,10,11,15,24,26;11
2019053;04,16,22,25,29,31;08
2019052;03,06,09,13,16,19;16
2019051;08,09,10,13,15,28;09
2019050;04,06,10,11,21,23;02
2019049;03,10,13,22,23,28;15
2019048;03,07,10,12,18,29;10
2019047;03,11,18,25,30,33;14
2019046;02,12,16,22,25,32;06
2019045;01,06,17,19,27,31;14
2019044;06,14,16,17,23,29;07
2019043;01,06,12,13,24,32;13
2019042;15,17,19,22,25,26;04
2019041;02,09,13,23,24,26;16
2019040;05,06,09,18,23,31;11
2019039;06,07,11,14,27,32;08
2019038;09,12,21,27,29,30;05
2019037;01,07,12,14,18,25;10
2019036;02,10,13,16,23,32;08
2019035;01,05,07,09,10,20;16
2019034;09,11,15,22,24,26;03
2019033;09,15,19,21,23,29;15
2019032;04,08,09,13,28,33;04
2019031;03,13,15,18,21,33;16
2019030;04,05,07,10,12,22;16
2019029;08,11,17,23,32,33;10
2019028;04,19,22,26,29,30;11
2019027;02,06,08,10,11,17;13
2019026;03,13,15,19,20,27;14
2019025;15,16,21,27,30,33;04
2019024;01,08,23,25,28,29;10
2019023;01,10,14,15,18,31;13
2019022;03,07,11,21,30,33;07
2019021;02,05,07,08,20,27;04
2019020;02,12,13,23,27,28;12
2019019;03,11,17,18,24,25;06
2019018;04,11,18,19,26,32;04
2019017;04,05,24,28,30,33;09
2019016;05,07,09,11,19,25;05
2019015;11,15,16,20,24,31;04
2019014;01,02,03,14,19,33;03
2019013;05,07,14,16,18,21;01
2019012;07,10,21,23,31,33;14
2019011;10,13,19,21,24,30;07
2019010;02,04,05,08,11,30;02
2019009;01,07,10,22,31,32;15
2019008;02,06,09,13,28,32;12
2019007;06,10,14,15,19,23;15
2019006;01,05,10,19,26,28;12
2019005;21,22,26,28,31,32;07
2019004;08,12,16,19,26,32;03
2019003;13,17,20,21,22,27;01
2019002;04,05,06,08,09,18;11
2019001;06,10,13,15,32,33;15
2018153;01,07,17,23,25,31;11
2018152;04,14,16,23,28,29;03
2018151;05,15,19,25,26,29;15
2018150;06,08,15,19,20,31;05
2018149;01,07,08,10,12,24;01
2018148;03,06,18,19,21,31;01
2018147;03,15,17,23,27,30;11
2018146;02,10,11,17,18,29;16
2018145;03,09,13,22,23,25;06
2018144;08,13,17,18,20,27;13
2018143;04,06,15,28,32,33;14
2018142;05,08,10,11,27,28;11
2018141;11,14,16,18,24,33;04
2018140;01,15,20,22,25,28;14
2018139;11,18,20,23,31,32;15
2018138;01,10,25,27,30,32;09
2018137;03,05,11,15,20,23;09
2018136;10,12,15,25,26,27;14
2018135;01,03,06,10,11,29;16
2018134;03,16,18,31,32,33;12
2018133;02,04,11,12,18,32;13
2018132;01,02,09,10,15,22;06
2018131;21,22,24,31,32,33;01
2018130;05,12,17,18,24,28;12
2018129;02,04,06,16,18,19;16
2018128;06,07,08,19,22,23;02
2018127;02,05,06,07,11,15;12
2018126;01,06,08,09,14,22;05
2018125;03,10,11,14,15,32;02
2018124;09,13,14,19,22,25;02
2018123;13,21,24,27,31,32;01
2018122;05,07,20,22,30,32;10
2018121;06,08,14,19,23,25;11
2018120;03,04,18,26,27,33;01
2018119;03,13,14,16,25,27;12
2018118;08,12,21,22,27,31;09
2018117;08,11,15,17,23,25;05
2018116;05,14,17,22,23,28;15
2018115;01,13,19,24,26,29;11
2018114;01,07,15,16,20,27;14
2018113;01,06,09,16,25,26;09
2018112;05,08,18,25,26,31;04
2018111;01,07,14,24,25,28;08
2018110;11,13,16,21,22,23;02
2018109;10,11,18,23,31,33;15
2018108;05,13,18,21,26,30;02
2018107;01,02,05,12,20,22;01
2018106;04,18,19,24,25,26;10
2018105;04,05,13,18,19,25;01
2018104;02,03,06,19,25,29;01
2018103;02,09,15,22,23,24;16
2018102;02,06,11,19,21,28;05
2018101;01,03,14,26,29,33;09
2018100;02,11,14,15,29,33;02
2018099;03,07,08,14,25,32;06
2018098;06,10,11,20,29,32;13
2018097;01,02,17,20,25,28;13
2018096;01,05,09,20,28,32;12
2018095;10,11,12,21,26,33;09
2018094;04,07,16,20,24,30;05
2018093;04,18,20,21,29,33;07
2018092;06,10,16,19,24,33;16
2018091;06,11,13,17,25,32;07
2018090;01,02,04,10,14,23;07
2018089;06,09,12,14,18,27;14
2018088;03,05,12,29,30,32;14
2018087;01,05,10,16,18,31;03
2018086;02,07,17,21,23,26;16
2018085;04,10,25,26,30,33;06
2018084;05,06,08,12,22,24;03
2018083;04,09,18,21,32,33;03
2018082;06,12,14,20,22,24;09
2018081;01,02,12,16,20,26;03
2018080;04,07,13,20,29,33;03
2018079;14,15,17,22,24,29;13
2018078;03,10,14,17,18,30;12
2018077;02,05,09,15,20,24;10
2018076;03,07,08,15,29,30;13
2018075;07,09,12,13,22,24;11
2018074;09,11,14,20,27,30;09
2018073;02,09,14,15,16,23;10
2018072;11,16,19,22,25,30;08
2018071;02,05,06,13,16,19;03
2018070;04,09,15,16,19,27;10
2018069;06,13,17,19,23,31;12
2018068;08,10,17,20,27,30;01
2018067;01,04,09,12,15,18;05
2018066;09,16,17,19,22,26;10
2018065;01,04,06,14,28,33;01
2018064;02,05,10,11,17,21;05
2018063;05,06,10,16,20,25;12
2018062;02,18,19,24,25,33;11
2018061;09,10,11,12,18,23;07
2018060;04,08,13,25,30,31;10
2018059;04,06,08,13,22,32;11
2018058;07,12,13,16,26,31;07
2018057;05,15,17,19,20,30;13
2018056;01,03,06,20,21,26;01
2018055;07,09,10,12,22,26;07
2018054;04,06,18,22,25,33;16
2018053;01,04,10,11,14,27;06
2018052;03,05,06,09,15,32;14
2018051;05,07,20,23,27,31;04
2018050;01,02,04,10,18,19;07
2018049;01,03,04,11,19,23;02
2018048;01,12,20,25,30,31;02
2018047;06,07,12,16,22,25;07
2018046;10,13,14,18,20,31;03
2018045;03,04,06,25,26,30;01
2018044;05,09,12,17,27,30;06
2018043;01,04,06,08,21,24;07
2018042;06,10,21,28,29,31;12
2018041;07,08,20,23,24,32;13
2018040;01,03,08,13,18,23;16
2018039;08,12,18,19,23,32;03
2018038;15,23,24,25,28,29;09
2018037;01,06,07,08,27,30;10
2018036;08,17,24,26,28,33;04
2018035;07,10,11,17,23,28;15
2018034;01,05,11,22,23,26;15
2018033;04,19,20,22,28,33;06
2018032;21,22,23,24,25,32;06
2018031;02,16,18,19,27,30;14
2018030;13,14,20,21,25,33;07
2018029;01,02,09,14,22,25;05
2018028;03,08,11,14,18,23;16
2018027;02,07,09,14,18,28;05
2018026;04,07,12,14,26,32;04
2018025;04,13,16,19,21,25;14
2018024;11,19,22,26,31,32;02
2018023;12,15,16,21,26,29;16
2018022;07,14,19,21,22,23;03
2018021;03,04,06,11,23,28;14
2018020;06,09,10,14,28,30;05
2018019;03,11,12,16,21,23;09
2018018;02,12,13,18,25,27;07
2018017;03,06,11,26,30,32;12
2018016;01,11,12,18,25,27;16
2018015;11,15,20,21,26,33;15
2018014;09,12,20,24,28,31;07
2018013;06,08,13,15,22,33;06
2018012;11,12,13,19,26,28;12
2018011;03,10,21,23,27,33;11
2018010;01,08,17,20,21,22;03
2018009;05,10,17,23,26,32;07
2018008;05,09,10,12,17,19;13
2018007;13,14,20,25,27,31;12
2018006;02,07,08,09,17,29;11
2018005;02,20,21,28,31,33;06
2018004;14,18,19,26,30,31;11
2018003;01,14,16,17,20,31;04
2018002;07,18,24,29,31,33;16
2018001;01,08,11,26,28,31;04
2017154;05,09,13,15,18,26;05
2017153;07,11,12,13,18,19;16
2017152;06,10,23,25,26,29;05
2017151;02,05,07,09,11,27;16
2017150;06,14,19,20,21,23;08
2017149;05,08,15,20,27,30;13
2017148;04,07,11,14,29,32;12
2017147;03,07,20,21,25,31;14
2017146;01,19,25,26,27,33;10
2017145;02,06,12,17,25,28;12
2017144;03,14,16,20,31,32;09
2017143;04,06,09,14,20,29;14
2017142;08,13,14,18,23,33;06
2017141;01,06,07,11,13,15;05
2017140;21,22,25,28,29,30;08
2017139;02,14,20,24,28,32;16
2017138;01,17,24,28,32,33;02
2017137;05,10,20,23,26,31;03
2017136;03,07,10,18,21,24;12
2017135;01,06,07,14,18,26;16
2017134;04,05,11,14,28,32;04
2017133;06,15,17,18,23,30;11
2017132;02,03,05,09,13,28;11
2017131;01,07,10,11,26,27;11
2017130;05,13,14,23,25,31;02
2017129;05,06,09,14,21,33;02
2017128;02,06,13,22,29,31;08
2017127;14,15,21,24,27,32;12
2017126;01,16,17,21,27,30;16
2017125;01,14,23,25,29,30;03
2017124;02,06,11,26,28,29;03
2017123;04,05,06,11,21,31;10
2017122;11,20,21,22,24,27;15
2017121;11,18,19,22,24,32;07
2017120;08,10,15,19,23,28;16
2017119;09,16,21,25,26,31;14
2017118;08,09,15,22,30,33;16
2017117;01,02,08,11,14,21;09
2017116;02,14,20,22,30,32;02
2017115;04,10,11,25,30,31;01
2017114;06,12,13,15,18,26;13
2017113;04,06,16,27,29,33;05
2017112;03,10,14,16,22,23;11
2017111;05,10,17,19,29,32;12
2017110;01,03,12,15,19,23;14
2017109;08,14,16,18,21,23;16
2017108;07,12,14,15,17,20;01
2017107;08,09,15,17,30,32;06
2017106;12,15,20,25,27,31;02
2017105;03,06,07,12,25,26;07
2017104;01,14,15,20,23,30;14
2017103;01,21,23,25,31,33;01
2017102;04,08,10,14,18,20;11
2017101;01,04,11,28,31,32;16
2017100;04,07,08,18,23,24;02
2017099;02,05,06,16,28,29;04
2017098;04,19,22,27,30,33;01
2017097;05,10,18,19,30,31;03
2017096;02,06,11,12,19,29;06
2017095;09,10,12,19,22,29;16
2017094;08,11,13,19,28,31;06
2017093;07,08,09,15,22,27;12
2017092;10,18,19,29,32,33;09
2017091;05,07,10,23,28,29;03
2017090;01,07,10,16,22,33;09
2017089;11,12,13,16,23,25;12
2017088;07,09,18,22,23,29;06
2017087;03,06,13,14,19,28;06
2017086;03,05,06,13,20,22;07
2017085;01,05,06,16,25,30;09
2017084;01,05,11,20,22,24;02
2017083;03,08,14,20,24,26;12
2017082;14,18,21,25,28,29;10
2017081;03,05,14,25,26,30;05
2017080;01,12,16,20,22,24;08
2017079;03,07,14,23,25,27;08
2017078;05,07,18,19,22,24;16
2017077;01,02,04,15,17,22;14
2017076;01,04,08,09,14,15;13
2017075;01,03,06,19,21,29;07
2017074;02,06,16,23,30,31;02
2017073;03,06,16,23,26,30;14
2017072;06,11,14,23,26,30;02
2017071;02,03,06,14,31,32;03
2017070;01,06,14,22,25,26;12
2017069;02,11,12,23,29,31;05
2017068;02,06,10,22,30,31;15
2017067;01,03,04,10,18,29;04
2017066;01,04,06,17,19,26;03
2017065;02,05,08,10,12,21;07
2017064;02,10,16,22,24,28;15
2017063;12,16,20,22,25,31;04
2017062;01,07,22,24,26,31;10
2017061;06,07,12,20,26,27;11
2017060;05,10,13,24,26,31;04
2017059;04,08,09,15,19,25;09
2017058;01,09,13,22,28,32;11
2017057;18,20,22,23,30,31;16
2017056;13,14,18,19,21,28;06
2017055;07,12,13,20,24,31;05
2017054;02,03,09,23,28,33;08
2017053;04,09,11,15,29,31;06
2017052;07,08,18,24,29,31;07
2017051;02,05,09,15,24,25;11
2017050;10,12,20,24,27,29;07
2017049;01,08,14,15,20,29;10
2017048;05,08,09,14,15,19;07
2017047;02,05,08,10,32,33;02
2017046;04,13,14,23,26,32;10
2017045;05,07,16,20,21,25;05
2017044;08,16,19,21,31,32;06
2017043;08,13,16,23,27,31;08
2017042;01,02,04,07,10,23;04
2017041;04,10,13,15,22,27;04
2017040;15,19,23,28,29,33;04
2017039;02,04,12,14,17,24;15
2017038;01,04,08,13,24,27;05
2017037;11,15,20,22,25,30;05
2017036;01,02,05,10,24,27;15
2017035;01,06,14,24,28,32;12
2017034;04,07,08,19,32,33;13
2017033;05,07,15,20,23,30;15
2017032;05,08,15,24,27,31;11
2017031;06,10,16,26,27,29;03
2017030;01,07,09,20,23,30;02
2017029;02,15,21,23,25,30;10
2017028;07,08,12,13,22,30;09
2017027;02,04,11,14,27,30;05
2017026;03,10,12,19,27,30;08
2017025;02,15,16,17,22,32;07
2017024;09,21,25,26,29,31;13
2017023;01,03,04,11,18,22;14
2017022;02,06,15,16,18,32;15
2017021;02,05,10,22,32,33;09
2017020;04,08,10,12,31,33;10
2017019;04,06,08,12,23,25;08
2017018;01,02,03,17,25,31;09
2017017;03,07,08,10,22,23;12
2017016;05,08,16,22,27,29;02
2017015;01,08,09,14,17,32;01
2017014;06,08,18,20,23,31;13
2017013;08,11,28,29,31,33;06
2017012;10,11,14,15,16,24;07
2017011;10,11,12,23,26,29;16
2017010;05,08,19,25,28,30;07
2017009;02,06,08,09,15,29;14
2017008;07,13,15,27,28,29;13
2017007;02,04,05,24,26,33;15
2017006;02,04,08,26,29,33;08
2017005;06,11,12,22,23,30;05
2017004;05,13,17,26,27,30;07
2017003;01,04,08,15,27,32;16
2017002;15,19,23,24,25,32;03
2017001;09,11,14,20,25,26;15
2016153;07,09,16,24,25,29;06
2016152;02,08,09,16,20,22;07
2016151;06,11,16,20,22,33;07
2016150;02,04,05,09,13,21;05
2016149;03,20,23,26,32,33;07
2016148;01,02,11,20,26,30;14
2016147;04,14,18,28,31,32;12
2016146;03,07,15,16,17,23;10
2016145;01,03,07,12,19,20;06
2016144;04,10,12,27,32,33;05
2016143;06,09,23,24,25,33;13
2016142;01,10,17,21,23,30;12
2016141;04,13,15,17,21,24;15
2016140;01,02,05,17,26,32;10
2016139;01,06,19,26,28,30;03
2016138;07,16,20,24,25,30;07
2016137;01,06,09,10,15,32;14
2016136;02,07,10,20,27,29;03
2016135;02,08,10,18,20,33;12
2016134;11,12,13,14,18,33;13
2016133;15,16,21,22,27,33;15
2016132;05,08,13,19,27,28;07
2016131;04,10,18,19,25,27;02
2016130;03,17,21,23,27,28;01
2016129;05,06,08,21,31,33;14
2016128;04,09,11,17,26,27;13
2016127;07,12,17,26,29,31;16
2016126;02,06,12,17,18,19;10
2016125;01,06,08,20,27,30;03
2016124;09,15,21,24,27,32;10
2016123;07,09,12,14,20,27;16
2016122;15,22,23,24,28,29;08
2016121;02,03,10,23,25,28;09
2016120;02,05,06,21,25,28;09
2016119;09,19,21,30,31,32;04
2016118;09,14,22,23,31,33;14
2016117;03,10,14,17,28,33;02
2016116;07,18,20,23,27,31;13
2016115;06,08,20,22,26,27;09
2016114;05,16,20,22,27,29;09
2016113;01,11,16,17,20,26;14
2016112;06,12,14,15,18,25;12
2016111;02,04,07,14,15,32;04
2016110;05,07,28,31,32,33;08
2016109;09,11,15,16,27,33;05
2016108;02,03,07,08,19,26;16
2016107;06,11,18,26,27,32;01
2016106;04,05,13,22,25,30;04
2016105;08,10,19,27,28,31;16
2016104;05,09,11,18,30,31;04
2016103;01,05,13,19,24,27;11
2016102;05,08,10,14,17,30;13
2016101;01,03,19,24,32,33;01
2016100;03,10,22,23,27,29;04
2016099;01,11,21,23,27,33;06
2016098;02,08,25,29,31,32;06
2016097;06,13,25,26,28,31;01
2016096;06,13,14,21,22,24;16
2016095;01,05,09,12,18,32;12
2016094;06,07,10,12,18,31;10
2016093;06,09,15,17,25,27;09
2016092;02,13,15,23,24,29;06
2016091;04,08,14,22,23,28;07
2016090;02,13,17,20,21,26;07
2016089;01,03,14,30,31,32;08
2016088;03,14,16,18,25,33;15
2016087;02,03,10,11,14,21;12
2016086;09,10,11,12,15,32;05
2016085;01,12,19,20,21,25;16
2016084;02,04,12,18,24,26;05
2016083;09,16,17,24,30,31;04
2016082;06,12,14,15,17,20;09
2016081;02,06,15,25,30,32;07
2016080;01,16,17,24,25,32;14
2016079;01,03,10,12,24,28;02
2016078;02,04,08,23,26,29;02
2016077;01,09,17,19,20,29;10
2016076;07,08,13,22,30,32;01
2016075;01,03,06,16,29,32;07
2016074;06,10,11,12,20,25;12
2016073;09,11,12,15,16,20;13
2016072;05,16,19,22,24,25;02
2016071;19,21,26,28,29,32;01
2016070;03,06,11,18,23,29;01
2016069;08,10,11,20,21,27;11
2016068;08,19,23,28,31,32;01
